"Postal Code","City","Ward","Prefecture","HasMultipleCodes","HasSmallerDistrict","HasChome","HasMultipleCity","ChangeStatus","ChangeReason"
"1980000","IKANIKEISAIGANAIBAAI","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,1,0,0
"1980213","UNAZAWA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980103","UMEZAWA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980101","OTABA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980102","KAWAI","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980225","KAWANO","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980224","KOCHI","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980105","KOTABA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980222","SAKAI","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980107","SHIROMARU","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980106","TANAZAWA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980104","TANZABURO","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980221","TOZURA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980211","NIPPARA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980223","HARA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1980212","HIKAWA","OKUTAMA-MACHI NISHITAMA-GUN","TOKYO",0,0,0,0,0,0
"1000100","IKANIKEISAIGANAIBAAI","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000102","OKATA","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000211","SASHIKIJI","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000103","SENZU","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000104","NOMASHI","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000212","HABUMINATO","OSHIMA-MACHI","TOKYO",0,0,0,0,0,0
"1000101","MOTOMACHI","OSHIMA-MACHI","TOKYO",0,0,1,0,0,0
"1000301","TOSHIMAMURAICHIEN","TOSHIMA-MURA","TOKYO",0,0,0,0,0,0
"1000400","IKANIKEISAIGANAIBAAI","NIIJIMA-MURA","TOKYO",0,0,0,0,0,0
"1000511","SHIKINEJIMA","NIIJIMA-MURA","TOKYO",0,0,0,0,0,0
"1000402","HONSON","NIIJIMA-MURA","TOKYO",0,0,1,0,0,0
"1000401","WAKAGO","NIIJIMA-MURA","TOKYO",0,0,0,0,0,0
"1000601","KOZUSHIMAMURAICHIEN","KOZUSHIMA-MURA","TOKYO",0,0,0,0,0,0
"1001100","IKANIKEISAIGANAIBAAI","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001212","AKO","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001103","IGAYA","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001102","IZU","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001213","OYAMA","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001101","KAMITSUKI","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001211","TSUBOTA","MIYAKE-MURA MIYAKEJIMA","TOKYO",0,0,0,0,0,0
"1001301","MIKURAJIMAMURAICHIEN","MIKURAJIMA-MURA","TOKYO",0,0,0,0,0,0
"1001400","IKANIKEISAIGANAIBAAI","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001401","OKAGO","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001621","KASHITATE","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001622","SUEYOSHI","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001623","NAKANOGO","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001511","MITSUNE","HACHIJO-MACHI HACHIJOJIMA","TOKYO",0,0,0,0,0,0
"1001701","AOGASHIMAMURAICHIEN","AOGASHIMA-MURA","TOKYO",0,0,0,0,0,0
"1002100","IKANIKEISAIGANAIBAAI","OGASAWARA-MURA","TOKYO",0,0,0,0,0,0
"1002101","CHICHIJIMA","OGASAWARA-MURA","TOKYO",0,0,0,0,0,0
"1002211","HAHAJIMA","OGASAWARA-MURA","TOKYO",0,0,0,0,0,0
